gene_id	gene_symbol	gnomad_score	expression_score	tau_restricted_panel_specificity	tau_specificity	annotation_score	localization_score	compartment_cilia	compartment_centrosome	compartment_basal_body	compartment_transition_zone	compartment_stereocilia	in_cilia_compendium	in_centrosome_compendium	animal_model_score	literature_score	evidence_count	available_weight	weighted_sum	composite_score	quality_flag	gnomad_contribution	expression_contribution	annotation_contribution	localization_contribution	animal_model_contribution	literature_contribution	has_direct_localization_signal	has_cilia_signal	has_cilia_signal_semantics_version	confidence_tier	supporting_layers	evidence_gaps
ENSG00000076321	KLHL20	0.7692700357325166	0.5713650727400514	0.3599061570938087	0.3599061570938087	0.8158229036156417	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.8354875697086569	6	1.00	0.5253978776333548	0.5253978776333548	sufficient_evidence	0.15385400714650332	0.1142730145480103	0.12237343554234625	0.0	0.00957428494019629	0.12532313545629853	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000127124	HIVEP3	0.8637059724349156	0.8498504233503801	0.8076722212716657	0.8076722212716657	0.7226943137922841	0.0	false	false	false	false	false	false	false	0.0	0.4945536040027102	6	1.00	0.5252984668263082	0.5252984668263082	sufficient_evidence	0.17274119448698314	0.16997008467007602	0.10840414706884262	0.0	0.0	0.07418304060040652	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000139624	CERS5	0.60847371107708	0.8585151292811948	0.7731059864826216	0.7731059864826216	0.7643318602457814	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.7176994840256424	6	1.00	0.5252767546525648	0.5252767546525648	sufficient_evidence	0.12169474221541601	0.17170302585623898	0.1146497790368672	0.0	0.00957428494019629	0.10765492260384636	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000185963	BICD2	0.7611026033690659	0.5142637372189623	0.17637603626988568	0.17637603626988568	0.8305024672444985	0.0	false	false	false	false	false	false	false	0.0	0.9707093344451972	6	1.00	0.52525503837106	0.52525503837106	sufficient_evidence	0.1522205206738132	0.10285274744379247	0.12457537008667477	0.0	0.0	0.1456064001667796	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000100105	PATZ1	0.8815722307299642	0.613873060790793	0.37107042217109176	0.37107042217109176	0.5683708261338531	0.0	false	false	false	false	false	false	false	0.0	0.9393339240110492	6	1.00	0.5252447708258867	0.5252447708258867	sufficient_evidence	0.17631444614599284	0.1227746121581586	0.08525562392007797	0.0	0.0	0.14090008860165737	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000171530	TBCA	0.5834609494640122	0.586578016306831	0.4054288684506248	0.4054288684506248	0.7509481730533296	0.5	false	false	false	false	false	false	false	0.0	0.6905978005941523	6	1.00	0.5252396892012909	0.5252396892012909	sufficient_evidence	0.11669218989280244	0.11731560326136621	0.11264222595799944	0.075	0.0	0.10358967008912284	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000143776	CDC42BPA	0.8090862685043388	0.6950381279381193	0.35341325504434373	0.35341325504434373	0.8086828184513133	0.0	false	false	false	false	false	false	false	0.0	0.6873925053421588	6	1.00	0.5252361778575124	0.5252361778575124	sufficient_evidence	0.16181725370086777	0.13900762558762386	0.12130242276769698	0.0	0.0	0.10310887580132382	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000062650	WAPL	0.9775395610005104	0.5884581126071586	0.481769089755547	0.481769089755547	0.7759253374283779	0.0	false	false	false	false	false	false	false	0.0	0.6376192213477876	6	1.00	0.5252312185379586	0.5252312185379586	sufficient_evidence	0.1955079122001021	0.11769162252143173	0.11638880061425667	0.0	0.0	0.09564288320216814	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000115128	SF3B6	0.7309851965288412	0.6565659856106403	0.3836595297020336	0.3836595297020336	0.7683708261338531	0.0	false	false	false	false	false	false	false	0.0	0.8830979308907073	6	1.00	0.5252305499815804	0.5252305499815804	sufficient_evidence	0.14619703930576824	0.13131319712212805	0.11525562392007796	0.0	0.0	0.13246468963360608	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000184863	RBM33	0.854007146503318	0.7567914542257128	0.4531744107090891	0.4531744107090891	0.540722001442741	0.0	false	false	false	false	false	false	false	0.0	0.8130244436337103	6	1.00	0.5252216869072739	0.5252216869072739	sufficient_evidence	0.1708014293006636	0.15135829084514257	0.08110830021641115	0.0	0.0	0.12195366654505654	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000023171	GRAMD1B	0.6932108218478815	0.9614463366422042	0.9385351069351703	0.9385351069351703	0.5828748141529694	0.0	false	false	false	false	false	false	false	0.047871424700981456	0.6644863709803513	6	1.00	0.5252163231731626	0.5252163231731626	sufficient_evidence	0.1386421643695763	0.19228926732844087	0.0874312221229454	0.0	0.007180713705147218	0.0996729556470527	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000101361	NOP56	0.6508422664624808	0.6127684300938909	0.2725278061100588	0.2725278061100588	0.8111286734140148	0.0	false	false	false	false	false	false	false	0.14361427410294436	0.8618595924323761	6	1.00	0.5252125203036746	0.5252125203036746	sufficient_evidence	0.13016845329249616	0.1225536860187782	0.12166930101210222	0.0	0.021542141115441654	0.12927893886485642	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000029725	RABEP1	0.7815211842776926	0.6540594668515862	0.37572249935850316	0.37572249935850316	0.8035741621194901	0.0	false	false	false	false	false	false	false	0.07587441300715209	0.7066763954761036	6	1.00	0.5250348758162676	0.5250348758162676	sufficient_evidence	0.15630423685553851	0.13081189337031726	0.1205361243179235	0.0	0.011381161951072813	0.10600145932141554	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000164114	MAP9	0.44206227667177134	0.6632495981189228	0.3219668892030167	0.3219668892030167	0.5893090246208297		false	false	false	false	false	false	false	0.0	0.9119977067806327	5	0.85	0.4462583846683582	0.5250098643157155	sufficient_evidence	0.08841245533435427	0.13264991962378456	0.08839635369312444		0.0	0.1367996560170949	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000270647	TAF15	0.7953037263910158	0.6225765650197909	0.3847514589412255	0.3847514589412255	0.7722302219280712	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.7734142909261479	6	1.00	0.5249970201504905	0.5249970201504905	sufficient_evidence	0.15906074527820316	0.12451531300395818	0.11583453328921067	0.0	0.00957428494019629	0.11601214363892218	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000156453	PCDH1	0.8249106687085247	0.7288329464569393	0.6267161164507592	0.6267161164507592	0.5351186308981764	0.3	false	false	false	false	false	false	false	0.0	0.5931359774847553	6	1.00	0.5249869142905326	0.5249869142905326	sufficient_evidence	0.16498213374170495	0.14576658929138786	0.08026779463472646	0.045	0.0	0.08897039662271329	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000188234	AGAP4	0.6314446145992854	0.6695270885916109	0.47776008771353917	0.47776008771353917	0.5355643367070074		false	false	false	false	false	false	false	0.04046635360381445	0.6638870068275395	5	0.85	0.4461819952089334	0.524919994363451	sufficient_evidence	0.12628892291985708	0.13390541771832218	0.08033465050605111		0.0060699530405721675	0.09958305102413093	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000160307	S100B	0.3874425727411944	0.9933231838743108	0.9924781531765132	0.9924781531765132	0.8676140582743934	0.0	false	false	false	false	false	false	false	0.0	0.7907958513576901	6	1.00	0.5249146377679136	0.5249146377679136	sufficient_evidence	0.0774885145482389	0.19866463677486218	0.130142108741159	0.0	0.0	0.11861937770365352	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000145012	LPP	0.64267483409903	0.5936780735370305	0.8304537388597544	0.8304537388597544	0.5351186308981764	0.5	false	false	false	false	false	false	false	0.14820534127399157	0.6672486579454839	6	1.00	0.5248564760448599	0.5248564760448599	sufficient_evidence	0.128534966819806	0.11873561470740611	0.08026779463472646	0.075	0.022230801191098735	0.10008729869182259	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000218336	TENM3	0.8749361919346604	0.640196230012657	0.42355537001275456	0.42355537001275456	0.5643318602457814	0.0	false	false	false	false	false	false	false	0.17161726240911504	0.742872778443738	6	1.00	0.5248497695542587	0.5248497695542587	sufficient_evidence	0.1749872383869321	0.12803924600253141	0.08464977903686721	0.0	0.025742589361367255	0.1114309167665607	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000134444	RELCH	0.8489025012761613	0.6885127986771561	0.4974372393592374	0.4974372393592374	0.45574483706769264	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.9294835044561423	6	1.00	0.524841596159435	0.524841596159435	sufficient_evidence	0.16978050025523228	0.13770255973543122	0.0683617255601539	0.0	0.00957428494019629	0.13942252566842134	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000006210	CX3CL1	0.7253700867789689	0.5610288166160823	0.6494222291490404	0.6494222291490404	0.9032358148743398	0.0	false	false	false	false	false	false	false	0.0	0.8804398811695419	6	1.00	0.5248311350855925	0.5248311350855925	sufficient_evidence	0.14507401735579378	0.11220576332321647	0.13548537223115095	0.0	0.0	0.13206598217543128	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000142459	EVI5L	0.8208269525267994	0.6401037102685462	0.5551797002522629	0.5551797002522629	0.4907676726926443	0.0	false	false	false	false	false	false	false	0.12765713253595054	0.9325324438421848	6	1.00	0.5248297199196861	0.5248297199196861	sufficient_evidence	0.1641653905053599	0.12802074205370925	0.07361515090389664	0.0	0.01914856988039258	0.13987986657632773	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000123607	TTC21B	0.6038795303726391	0.5709215362070605	0.3171386024940038	0.3171386024940038	0.7556424032549565	0.18	false	false	false	false	false	true	false	0.0	0.9967686454370147	6	1.00	0.5248218706197356	0.5248218706197356	sufficient_evidence	0.12077590607452782	0.11418430724141211	0.11334636048824347	0.027	0.0	0.1495152968155522	true	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000119953	SMNDC1	0.8386932108218478	0.503793774595938	0.2958159473284678	0.2958159473284678	0.7643318602457814	0.0	false	false	false	false	false	false	false	0.0	0.9443112524104863	6	1.00	0.5247938639819973	0.5247938639819973	sufficient_evidence	0.16773864216436957	0.10075875491918761	0.1146497790368672	0.0	0.0	0.14164668786157295	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000121766	ZCCHC17	0.6273608984175599	0.6439412445869159	0.49526965944240386	0.49526965944240386	0.5157448370676927		false	false	false	false	false	false	false	0.0	0.7629645072184291	5	0.85	0.44606683024381344	0.5247845061691923	sufficient_evidence	0.125472179683512	0.1287882489173832	0.0773617255601539		0.0	0.11444467608276436	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000105767	CADM4	0.7784583971413985	0.9540296801700028	0.9290981550481108	0.9290981550481108	0.6009025018034262	0.0	false	false	false	false	false	false	false	0.07587441300715209	0.5116485120133424	6	1.00	0.5247614294858683	0.5247614294858683	sufficient_evidence	0.15569167942827972	0.19080593603400056	0.09013537527051392	0.0	0.011381161951072813	0.07674727680200136	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000168748	CA7	0.7309851965288412	0.7942914217425406	0.910916088378902	0.910916088378902	0.6999152949125393	0.0	false	false	false	false	false	false	false	0.0	0.7647886589878564	6	1.00	0.5247609167393357	0.5247609167393357	sufficient_evidence	0.14619703930576824	0.15885828434850813	0.1049872942368809	0.0	0.0	0.11471829884817845	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000068001	HYAL2	0.453292496171516	0.4269945001263945	0.702463302432834	0.702463302432834	0.8793646795893528		false	false	false	false	false	false	false	0.10116588400953613	0.8192526189607547	5	0.85	0.4460248766435287	0.5247351489923867	sufficient_evidence	0.0906584992343032	0.0853989000252789	0.13190470193840292		0.01517488260143042	0.12288789284411321	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000120889	TNFRSF10B	0.47064828994384883	0.6865437247679812	0.8330506397801467	0.8330506397801467	0.8086828184513133		false	false	false	false	false	false	false	0.0	0.621723041642779	5	0.85	0.44599928195647986	0.5247050375958586	sufficient_evidence	0.09412965798876977	0.13730874495359624	0.12130242276769698		0.0	0.09325845624641685	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000105669	COPE	0.6544155181214906	0.6621689282062928	0.5939856922885643	0.5939856922885643	0.7722302219280712	0.0	false	false	false	false	false	false	false	0.0	0.9703445040913119	6	1.00	0.5247030981684642	0.5247030981684642	sufficient_evidence	0.1308831036242981	0.13243378564125857	0.11583453328921067	0.0	0.0	0.14555167561369678	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000087085	ACHE	0.7718223583460949	0.9267282577615958	0.909381906674104	0.909381906674104	0.8463320093996518	0.0	false	false	false	false	false	false	false	0.3864184805595095	0.0	6	1.00	0.5246226967154124	0.5246226967154124	sufficient_evidence	0.154364471669219	0.1853456515523192	0.12694980140994777	0.0	0.057962772083926424	0.0	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000113658	SMAD5	0.9310872894333844	0.5169816615093421	0.5693089104432112	0.5693089104432112	0.8688633188119985	0.0	false	false	false	false	false	false	false	0.15174882601430417	0.5459686245895659	6	1.00	0.5246009056009255	0.5246009056009255	sufficient_evidence	0.18621745788667687	0.10339633230186843	0.13032949782179978	0.0	0.022762323902145627	0.08189529368843487	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000239789	MRPS17	0.5109749872383869	0.5344841329467069	0.10079039360572034	0.10079039360572034	0.6483708261338532		false	false	false	false	false	false	false	0.0	0.9303434617188722	5	0.85	0.44589896721492756	0.524587020252856	sufficient_evidence	0.10219499744767738	0.1068968265893414	0.09725562392007799		0.0	0.13955151925783083	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000170876	TMEM43	0.47269014803471154	0.5655709752741545	0.7548655915817705	0.7548655915817705	0.5794695891037083		false	false	false	false	false	false	false	0.06382856626797527	0.9448584979413145	5	0.85	0.4458757226587229	0.5245596737161445	sufficient_evidence	0.09453802960694231	0.11311419505483089	0.08692043836555624		0.00957428494019629	0.14172877469119716	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000100714	MTHFD1	0.7764165390505359	0.517228026401899	0.5025395537228754	0.5025395537228754	0.844709118981817	0.0	false	false	false	false	false	false	false	0.0	0.9272424037108459	6	1.00	0.5245216414943865	0.5245216414943865	sufficient_evidence	0.15528330781010719	0.10344560528037981	0.12670636784727254	0.0	0.0	0.13908636055662688	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000104408	EIF3E	0.6339969372128637	0.6872626151385255	0.5987663406559648	0.5987663406559648	0.8265553280275233	0.0	false	false	false	false	false	false	false	0.07587441300715209	0.8326471048105488	6	1.00	0.5245134373470615	0.5245134373470615	sufficient_evidence	0.12679938744257274	0.1374525230277051	0.12398329920412848	0.0	0.011381161951072813	0.12489706572158232	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000155886	SLC24A2	0.6488004083716181	0.9789507582152486	0.9717942572089062	0.9717942572089062	0.8202762956339098	0.0	false	false	false	false	false	false	false	0.0	0.5060978787720852	6	1.00	0.5245063594782725	0.5245063594782725	sufficient_evidence	0.12976008167432362	0.19579015164304972	0.12304144434508646	0.0	0.0	0.07591468181581278	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000039123	MTREX	0.6896375701888718	0.5579352846129803	0.23581468539982464	0.23581468539982464	0.8265553280275233	0.0	false	false	false	false	false	false	false	0.047871424700981456	0.9586699327669777	6	1.00	0.5244790737846928	0.5244790737846928	sufficient_evidence	0.13792751403777437	0.11158705692259606	0.12398329920412848	0.0	0.007180713705147218	0.14380048991504665	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000198700	IPO9	0.861664114344053	0.6509917954516028	0.28137847877243816	0.28137847877243816	0.5643318602457814	0.0	false	false	false	false	false	false	false	0.0	0.915098764788659	6	1.00	0.5244457757142973	0.5244457757142973	sufficient_evidence	0.1723328228688106	0.13019835909032057	0.08464977903686721	0.0	0.0	0.13726481471829885	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000164776	PHKG1	0.3491577335375191	0.8027435393141009	0.8255848936726837	0.8255848936726837	0.7759253374283779		false	false	false	false	false	false	false	0.06382856626797527	0.5961327982488143	5	0.85	0.4457632598620991	0.524427364543646	sufficient_evidence	0.06983154670750383	0.1605487078628202	0.11638880061425667		0.00957428494019629	0.08941991973732213	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000165410	CFL2	0.5553854007146504	0.7565216840688711	0.5361658947158723	0.5361658947158723	0.7722302219280712	0.0	false	false	false	false	false	false	false	0.0	0.9746703497159536	6	1.00	0.524416502703308	0.524416502703308	sufficient_evidence	0.11107708014293008	0.15130433681377423	0.11583453328921067	0.0	0.0	0.14620055245739302	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000204569	PPP1R10	0.8968861664114344	0.502984149678692	0.14116218121224156	0.14116218121224156	0.8158229036156417	0.0	false	false	false	false	false	false	false	0.047871424700981456	0.7659092093605046	6	1.00	0.5244145938695944	0.5244145938695944	sufficient_evidence	0.17937723328228689	0.1005968299357384	0.12237343554234625	0.0	0.007180713705147218	0.11488638140407567	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000111679	PTPN6	0.854007146503318	0.3760894325403782	0.7102185932794264	0.7102185932794264	0.8736880105098914	0.0	false	false	false	false	false	false	false	0.31358151944049056	0.6686819200500339	6	1.00	0.5244120333088016	0.5244120333088016	sufficient_evidence	0.1708014293006636	0.07521788650807565	0.1310532015764837	0.0	0.047037227916073586	0.10030228800750508	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000149091	DGKZ	0.7942827973455845	0.850812309959063	0.7179743199261397	0.7179743199261397	0.8342779363918444	0.0	false	false	false	false	false	false	false	0.0	0.4682076405899828	6	1.00	0.5243918580082036	0.5243918580082036	sufficient_evidence	0.15885655946911692	0.17016246199181262	0.12514169045877666	0.0	0.0	0.07023114608849743	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000138138	ATAD1	0.8065339458907606	0.5999516104631061	0.6158201649317677	0.6158201649317677	0.8009025018034261	0.0	false	false	false	false	false	false	false	0.0	0.819643508625632	6	1.00	0.524379012835132	0.524379012835132	sufficient_evidence	0.1613067891781521	0.11999032209262123	0.12013537527051392	0.0	0.0	0.12294652629384478	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000047188	YTHDC2	0.861664114344053	0.4966357700980069	0.15923513665581152	0.15923513665581152	0.8180781501386063	0.0	false	false	false	false	false	false	false	0.0	0.8664981497889196	6	1.00	0.5243464218775409	0.5243464218775409	sufficient_evidence	0.1723328228688106	0.09932715401960139	0.12271172252079093	0.0	0.0	0.12997472246833794	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000164889	SLC4A2	0.8055130168453292	0.668324492975259	0.7168637987419213	0.7168637987419213	0.8245123606064666	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.6419971855944129	6	1.00	0.5243182188344457	0.5243182188344457	sufficient_evidence	0.16110260336906584	0.1336648985950518	0.12367685409096998	0.0	0.00957428494019629	0.09629957783916193	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000197601	FAR1	0.7161817253700867	0.596648792684401	0.28601137795648407	0.28601137795648407	0.7861515090389664	0.0	false	false	false	false	false	false	false	0.0	0.9584093396570594	6	1.00	0.5242502309153014	0.5242502309153014	sufficient_evidence	0.14323634507401736	0.1193297585368802	0.11792272635584494	0.0	0.0	0.1437614009485589	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000100578	KIAA0586	0.5507912200102092	0.642306016715948	0.6462984734481263	0.6462984734481263	0.540722001442741	0.18	false	false	false	false	false	true	false	0.18702841896264577	0.9964038150831293	6	1.00	0.5242425826685089	0.5242425826685089	sufficient_evidence	0.11015824400204184	0.1284612033431896	0.08110830021641115	0.027	0.028054262844396865	0.1494605722624694	true	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000176890	TYMS	0.6064318529862174	0.47402349712176195	0.9459967881102724	0.9459967881102724	0.8202762956339098		false	false	false	false	false	false	false	0.11115400595549367	0.5985823734820451	5	0.85	0.4455929712823132	0.5242270250380155	sufficient_evidence	0.12128637059724348	0.09480469942435239	0.12304144434508646		0.01667310089332405	0.08978735602230677	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000104290	FZD3	0.7697805002552323	0.7378844462228764	0.5231989558428778	0.5231989558428778	0.8510262396012787	0.0	false	false	false	false	false	false	false	0.0	0.6330849012352113	6	1.00	0.5241496604210953	0.5241496604210953	sufficient_evidence	0.15395610005104646	0.1475768892445753	0.12765393594019178	0.0	0.0	0.0949627351852817	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000127334	DYRK2	0.7789688616641143	0.5908468279588261	0.626621420534969	0.626621420534969	0.8245123606064666	0.0	false	false	false	false	false	false	false	0.047871424700981456	0.7954865273362173	6	1.00	0.5241436848211379	0.5241436848211379	sufficient_evidence	0.15579377233282288	0.11816936559176523	0.12367685409096998	0.0	0.007180713705147218	0.11932297910043259	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000257365	FNTB	0.6804492087799897	0.5450735663301416	0.32496281364322915	0.32496281364322915	0.7794695891037082	0.6	false	true	false	false	false	false	false	0.0	0.4806118726220879	6	1.00	0.5241167742808956	0.5241167742808956	sufficient_evidence	0.13608984175599795	0.10901471326602832	0.11692043836555623	0.09	0.0	0.07209178089331318	true	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000213658	LAT	0.777947932618683	0.6524897536383334	0.3568026822113004	0.3568026822113004	0.8245123606064666	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.698493771824673	6	1.00	0.5241127420562706	0.5241127420562706	sufficient_evidence	0.1555895865237366	0.13049795072766668	0.12367685409096998	0.0	0.00957428494019629	0.10477406577370095	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000198910	L1CAM		0.9849233546320846	0.9855637796187938	0.9855637796187938	0.8158229036156417	0.0	false	false	false	false	false	false	false	0.06382856626797527	0.6023349142648668	5	0.80	0.4192826285486895	0.5241032856858618	sufficient_evidence		0.19698467092641692	0.12237343554234625	0.0	0.00957428494019629	0.09035023713973002	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	expression,annotation,localization,animal_model,literature	gnomad
ENSG00000139970	RTN1	0.7891781521184277	0.9907541478780485	0.9896832883385857	0.9896832883385857	0.5643318602457814	0.0	false	false	false	false	false	false	false	0.0	0.5564184082972846	6	1.00	0.5240990002807552	0.5240990002807552	sufficient_evidence	0.15783563042368554	0.1981508295756097	0.08464977903686721	0.0	0.0	0.08346276124459269	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000168918	INPP5D	0.8652373660030628	0.5567612602255707	0.7296358084217294	0.7296358084217294	0.813507510149206	0.0	false	false	false	false	false	false	false	0.0	0.7838640746338666	6	1.00	0.5240054629631876	0.5240054629631876	sufficient_evidence	0.17304747320061256	0.11135225204511415	0.12202612652238089	0.0	0.0	0.11757961119508	false	false	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
ENSG00000144278	GALNT13	0.6452271567126084	0.978049408199818	0.9759748777964969	0.9759748777964969	0.7407220014427409		false	false	false	false	false	false	false	0.06382856626797527	0.0	5	0.85	0.44533789813909275	0.5239269389871679	sufficient_evidence	0.1290454313425217	0.19560988163996362	0.11110830021641113		0.00957428494019629	0.0	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,animal_model,literature	localization
ENSG00000267534	S1PR2	0.5941807044410414	0.3083418782712931	0.706348218241919	0.706348218241919	0.8035741621194901	0.0	false	false	false	false	false	false	false	0.5818958938939549	0.9035805493302758	6	1.00	0.5238621073440249	0.5238621073440249	sufficient_evidence	0.11883614088820829	0.061668375654258624	0.1205361243179235	0.0	0.08728438408409324	0.13553708239954135	false	true	v2: positive aggregate localization or positive animal-model signal	MEDIUM	gnomad,expression,annotation,localization,animal_model,literature	""
